Id,SalePrice
1700,242538.58
1701,258879.33
1702,273856.62
1703,268014.53
1704,324932.62
1705,226928.31
1706,464530.12
1707,219423.53
1708,221606.69
1709,282112.53
1710,235539.61
1711,256338.08
1712,235621.02
1713,258669.3
1714,217545.22
1715,209989.45
1716,194909.38
1717,175762.16
1718,137473.12
1719,195734.38
1720,249270.12
1721,168379.12
1722,125846.44
1723,158232.9
1724,215797.67
1725,231449.36
1726,184770.53
1727,164278.75
1728,184480.77
1729,168912.81
1730,152699.9
1731,119481.5
1732,133457.0
1733,118857.984
1734,128254.83
1735,135055.52
1736,115074.87
1737,352631.1
1738,218659.7
1739,279876.4
1740,181585.97
1741,184393.64
1742,172640.39
1743,177439.95
1744,306779.3
1745,210106.98
1746,228360.77
1747,214980.94
1748,225976.81
1749,157998.3
1750,149985.81
1751,231937.12
1752,124228.945
1753,144938.6
1754,211561.66
1755,165540.9
1756,126749.52
1757,123848.72
1758,145252.1
1759,176087.84
1760,155667.42
1761,160009.33
1762,153793.98
1763,169302.33
1764,116426.516
1765,174668.89
1766,167702.84
1767,231001.92
1768,141598.02
1769,155278.36
1770,146729.33
1771,133915.8
1772,134367.94
1773,138893.66
1774,125400.86
1775,133790.98
1776,123432.21
1777,116299.15
1778,130219.14
1779,104451.28
1780,180461.44
1781,128448.09
1782,88777.945
1783,127801.78
1784,96553.18
1785,112948.2
1786,135495.02
1787,167760.62
1788,58028.94
1789,101642.49
1790,73798.1
1791,176242.25
1792,153801.1
1793,138031.69
1794,148999.77
1795,142702.47
1796,115634.5
1797,131267.64
1798,121993.32
1799,114195.28
1800,117298.43
1801,133171.53
1802,160195.66
1803,146675.17
1804,141359.64
1805,134926.3
1806,110461.91
1807,143746.56
1808,122287.85
1809,118719.83
1810,148529.17
1811,112580.93
1812,112722.73
1813,126466.99
1814,97534.78
1815,56168.89
1816,99693.08
1817,121461.83
1818,139548.64
1819,113121.984
1820,60358.793
1821,109769.305
1822,157444.88
1823,59686.28
1824,131212.66
1825,132921.67
1826,91581.836
1827,107151.19
1828,144685.06
1829,109514.06
1830,152770.45
1831,175503.03
1832,95512.82
1833,140676.62
1834,121772.305
1835,154082.5
1836,124569.875
1837,101418.6
1838,130764.11
1839,83268.81
1840,177053.1
1841,147756.69
1842,78363.65
1843,138547.6
1844,135596.02
1845,145593.14
1846,158850.67
1847,154189.61
1848,52051.383
1849,112709.22
1850,123700.2
1851,169147.14
1852,132541.69
1853,130177.125
1854,166571.45
1855,148023.62
1856,225051.16
1857,157644.4
1858,140631.02
1859,118857.29
1860,153311.34
1861,118330.87
1862,262757.8
1863,258905.66
1864,258905.66
1865,318165.4
1866,335868.6
1867,251155.1
1868,322509.0
1869,203159.84
1870,242051.95
1871,241288.39
1872,167662.08
1873,239703.5
1874,137780.94
1875,203246.17
1876,200761.89
1877,214102.94
1878,211316.42
1879,135718.2
1880,137066.75
1881,232913.05
1882,256462.36
1883,197232.7
1884,209865.73
1885,267564.1
1886,310988.22
1887,198313.5
1888,283656.06
1889,159204.72
1890,133988.9
1891,143581.27
1892,109775.89
1893,126262.26
1894,129808.88
1895,149185.97
1896,132932.84
1897,117452.97
1898,99999.1
1899,127251.27
1900,131015.94
1901,168574.83
1902,130365.31
1903,196994.55
1904,133491.62
1905,174226.73
1906,168114.53
1907,195378.94
1908,110753.19
1909,129255.79
1910,122428.51
1911,193277.84
1912,268058.53
1913,141507.25
1914,74277.195
1915,311522.7
1916,72673.64
1917,264453.75
1918,141264.94
1919,161698.16
1920,161359.38
1921,423709.44
1922,303688.8
1923,206321.48
1924,209245.45
1925,217213.23
1926,404784.28
1927,138785.61
1928,160732.27
1929,129961.13
1930,129190.625
1931,141011.66
1932,147331.55
1933,169280.5
1934,186521.58
1935,174830.02
1936,190810.12
1937,189478.1
1938,165040.34
1939,241581.52
1940,190510.31
1941,176172.06
1942,194537.44
1943,189435.94
1944,308095.6
1945,374291.84
1946,140019.81
1947,338233.34
1948,168104.75
1949,240881.28
1950,180254.86
1951,272658.1
1952,219541.98
1953,164460.6
1954,202753.44
1955,138025.69
1956,290810.78
1957,167390.05
1958,313976.5
1959,138380.25
1960,115735.31
1961,117701.35
1962,91009.61
1963,97122.85
1964,111311.39
1965,148597.62
1966,142719.5
1967,281912.22
1968,451330.3
1969,421383.44
1970,475418.4
1971,476348.28
1972,377154.0
1973,273492.2
1974,315899.38
1975,405669.34
1976,273285.25
1977,340924.78
1978,394887.47
1979,318795.9
1980,191552.06
1981,336706.9
1982,248070.7
1983,207065.55
1984,161794.12
1985,207573.67
1986,222454.1
1987,172952.61
1988,176806.8
1989,190019.4
1990,217081.03
1991,263764.78
1992,214141.45
1993,169338.81
1994,254573.16
1995,186501.03
1996,240676.7
1997,307731.3
1998,316274.47
1999,259891.97
2000,304142.22
2001,253365.17
2002,237503.38
2003,264108.75
2004,267521.78
2005,236562.48
2006,243163.5
2007,262229.47
2008,210388.78
2009,186673.08
2010,192561.28
2011,140623.5
2012,177422.17
2013,187012.1
2014,186946.77
2015,199716.72
2016,198512.16
2017,203372.12
2018,116741.125
2019,134762.17
2020,121369.47
2021,112176.36
2022,181995.38
2023,142179.9
2024,223113.08
2025,394506.97
2026,173839.42
2027,151020.84
2028,148815.56
2029,174198.5
2030,277018.56
2031,249718.22
2032,281385.66
2033,268947.38
2034,160521.05
2035,209967.84
2036,177893.06
2037,187114.17
2038,296339.84
2039,204222.81
2040,395095.94
2041,287150.5
2042,195663.48
2043,166120.02
2044,171257.38
2045,203232.12
2046,135525.25
2047,152928.23
2048,138883.77
2049,131714.11
2050,177777.53
2051,106677.74
2052,141299.97
2053,150613.14
2054,76014.31
2055,148959.62
2056,133955.48
2057,123790.38
2058,238720.39
2059,124343.87
2060,164964.38
2061,182319.61
2062,136256.97
2063,111933.04
2064,140677.1
2065,130367.28
2066,175506.02
2067,109347.7
2068,133032.6
2069,90266.62
2070,113063.25
2071,88457.64
2072,131956.12
2073,136363.1
2074,183784.95
2075,151260.06
2076,125296.88
2077,145051.97
2078,129654.85
2079,131699.45
2080,115963.33
2081,123503.7
2082,133976.06
2083,145190.83
2084,111744.125
2085,128616.29
2086,144635.86
2087,128164.14
2088,109664.28
2089,76666.29
2090,134204.95
2091,124850.09
2092,140713.92
2093,136063.03
2094,124111.37
2095,145650.42
2096,87525.33
2097,94859.74
2098,146679.7
2099,52676.605
2100,95103.14
2101,126293.945
2102,133016.14
2103,104478.47
2104,131258.1
2105,122863.17
2106,69243.96
2107,236293.27
2108,122726.59
2109,121972.76
2110,126816.24
2111,155154.5
2112,138878.95
2113,125228.375
2114,106771.164
2115,153856.47
2116,110706.54
2117,156069.89
2118,118442.04
2119,102236.47
2120,99598.766
2121,89459.52
2122,79838.76
2123,91100.12
2124,176548.33
2125,133695.36
2126,159538.14
2127,163730.7
2128,123399.12
2129,93984.71
2130,152419.89
2131,154031.6
2132,120550.95
2133,115825.305
2134,121871.42
2135,95924.62
2136,75474.25
2137,119798.7
2138,137101.27
2139,155175.45
2140,142512.14
2141,138475.6
2142,128101.03
2143,137409.28
2144,103383.58
2145,138859.06
2146,154702.75
2147,146246.2
2148,132679.19
2149,142428.97
2150,227407.72
2151,115359.62
2152,196407.06
2153,157774.45
2154,118180.234
2155,142029.77
2156,237592.64
2157,229372.39
2158,233555.55
2159,203086.22
2160,166133.33
2161,262325.75
2162,439867.44
2163,343060.06
2164,245048.89
2165,170500.12
2166,146280.66
2167,207643.19
2168,208447.95
2169,202263.86
2170,223279.27
2171,141762.7
2172,138650.28
2173,168562.25
2174,229136.22
2175,304982.28
2176,329412.8
2177,253561.45
2178,214993.23
2179,143244.75
2180,202844.9
2181,191804.61
2182,226466.47
2183,207955.0
2184,140966.45
2185,124579.76
2186,148700.48
2187,149968.44
2188,158931.73
2189,176515.4
2190,82074.86
2191,85315.44
2192,99693.53
2193,91706.805
2194,98005.92
2195,105120.97
2196,103454.016
2197,113152.04
2198,149466.81
2199,163673.2
2200,132983.14
2201,128482.48
2202,202876.25
2203,145727.67
2204,183865.22
2205,108136.78
2206,134254.56
2207,195552.36
2208,239334.45
2209,196576.97
2210,118144.984
2211,117681.82
2212,114431.47
2213,105265.59
2214,139484.1
2215,103142.03
2216,143542.88
2217,73751.65
2218,89435.43
2219,80925.32
2220,67392.125
2221,316673.66
2222,234377.48
2223,262925.03
2224,214234.27
2225,128370.66
2226,182297.48
2227,193591.86
2228,273281.16
2229,243032.27
2230,164087.31
2231,216593.78
2232,182347.75
2233,165202.81
2234,250588.31
2235,195857.92
2236,295804.75
2237,368299.72
2238,204848.0
2239,126308.56
2240,160752.81
2241,149427.67
2242,133483.64
2243,128002.61
2244,98962.766
2245,93444.39
2246,145313.3
2247,104625.01
2248,124724.234
2249,130226.0
2250,135277.31
2251,107095.61
2252,183066.05
2253,157152.72
2254,174406.06
2255,194379.9
2256,183875.6
2257,206938.39
2258,168607.77
2259,177254.69
2260,151695.3
2261,180180.02
2262,202304.19
2263,328195.9
2264,427132.56
2265,163818.77
2266,278372.47
2267,354980.25
2268,375161.03
2269,160483.11
2270,174943.25
2271,241659.9
2272,199846.25
2273,166455.62
2274,173572.39
2275,160907.89
2276,169024.5
2277,193058.2
2278,158316.64
2279,125580.58
2280,123657.22
2281,173168.3
2282,181625.56
2283,91229.08
2284,107110.83
2285,137924.5
2286,128862.336
2287,345694.0
2288,285625.9
2289,417616.47
2290,440314.97
2291,308153.62
2292,435542.47
2293,477507.2
2294,429285.62
2295,452477.2
2296,281749.66
2297,312224.5
2298,302346.2
2299,439036.88
2300,320687.3
2301,252621.73
2302,234310.58
2303,246266.78
2304,239833.0
2305,181471.48
2306,180983.92
2307,190667.36
2308,210400.72
2309,278176.75
2310,209526.97
2311,190508.78
2312,183157.78
2313,176919.5
2314,174195.5
2315,174069.77
2316,178124.84
2317,178450.2
2318,178071.42
2319,179405.86
2320,190329.84
2321,243158.42
2322,163860.72
2323,175603.95
2324,164217.34
2325,209516.06
2326,166021.23
2327,216786.92
2328,228482.53
2329,189392.06
2330,174961.97
2331,375541.53
2332,445768.06
2333,315086.03
2334,256786.72
2335,248475.62
2336,339631.6
2337,223528.14
2338,294711.97
2339,225956.94
2340,391150.06
2341,215795.95
2342,240456.0
2343,223360.28
2344,228388.25
2345,241282.64
2346,228258.34
2347,208591.53
2348,235598.1
2349,163452.23
2350,260651.94
2351,244339.92
2352,245530.34
2353,245046.05
2354,133331.03
2355,142631.9
2356,155875.9
2357,199281.14
2358,202359.16
2359,124381.875
2360,117815.94
2361,141189.72
2362,277128.47
2363,138940.14
2364,155534.17
2365,226706.53
2366,182584.66
2367,212967.53
2368,205589.14
2369,214941.69
2370,168770.77
2371,169984.4
2372,183518.31
2373,266352.22
2374,293660.06
2375,264257.72
2376,261241.2
2377,347988.3
2378,140282.19
2379,196993.5
2380,142137.3
2381,156123.48
2382,195388.89
2383,202887.45
2384,246817.8
2385,158661.83
2386,138814.75
2387,134436.03
2388,103530.82
2389,126949.59
2390,147018.17
2391,134750.25
2392,116383.46
2393,164963.02
2394,144645.48
2395,209383.92
2396,146229.27
2397,211960.44
2398,123780.48
2399,60300.344
2400,52780.17
2401,120856.99
2402,134626.05
2403,129588.516
2404,147355.02
2405,163113.81
2406,139750.5
2407,126658.57
2408,135540.28
2409,128594.41
2410,177684.7
2411,121307.59
2412,148729.1
2413,133542.72
2414,140363.89
2415,124624.1
2416,127944.09
2417,128984.195
2418,128957.03
2419,125875.21
2420,123701.2
2421,150699.36
2422,120702.86
2423,128651.58
2424,159646.47
2425,220472.56
2426,125581.68
2427,129913.16
2428,162663.27
2429,119859.15
2430,133900.3
2431,97438.695
2432,139349.34
2433,143883.88
2434,140962.97
2435,152596.14
2436,104115.38
2437,104406.7
2438,123636.32
2439,113510.35
2440,122704.95
2441,104992.58
2442,97179.58
2443,116247.46
2444,130453.555
2445,91280.67
2446,126862.71
2447,194524.17
2448,147496.72
2449,94305.02
2450,160982.39
2451,133323.28
2452,199749.31
2453,102807.58
2454,122731.82
2455,117396.695
2456,138189.42
2457,122445.24
2458,105548.29
2459,108796.36
2460,140794.72
2461,117653.06
2462,139382.9
2463,114426.47
2464,190751.67
2465,125810.14
2466,115086.88
2467,150999.16
2468,85025.14
2469,76292.51
2470,182017.28
2471,223553.9
2472,172855.11
2473,114455.05
2474,97431.69
2475,235888.61
2476,119520.94
2477,128063.49
2478,167152.78
2479,106642.73
2480,144277.62
2481,113902.34
2482,133944.89
2483,118935.92
2484,119005.766
2485,127426.62
2486,154949.62
2487,171077.33
2488,147654.69
2489,144177.75
2490,153180.73
2491,100361.984
2492,178565.55
2493,144871.36
2494,176871.97
2495,108755.96
2496,226958.86
2497,151368.92
2498,114538.15
2499,100326.32
2500,127757.83
2501,133923.56
2502,153373.34
2503,108925.58
2504,197083.6
2505,221345.12
2506,267798.06
2507,303320.53
2508,268421.6
2509,215182.34
2510,236090.31
2511,183733.31
2512,213094.14
2513,215139.06
2514,211132.1
2515,150389.95
2516,161654.0
2517,137320.88
2518,140734.39
2519,224027.88
2520,209622.72
2521,186286.6
2522,222139.1
2523,132707.05
2524,140200.64
2525,147905.14
2526,137153.17
2527,108444.42
2528,130180.375
2529,133639.08
2530,118946.25
2531,241482.92
2532,230784.66
2533,194069.64
2534,229803.27
2535,314727.0
2536,244962.64
2537,227275.33
2538,185469.2
2539,189741.56
2540,177732.48
2541,182819.66
2542,159473.92
2543,125714.19
2544,130828.07
2545,135811.08
2546,144413.25
2547,136840.77
2548,139703.47
2549,166815.89
2550,255080.42
2551,146342.55
2552,125004.14
2553,78124.09
2554,116870.63
2555,112066.08
2556,96166.234
2557,112076.81
2558,153802.56
2559,124474.38
2560,132070.2
2561,125994.79
2562,130994.98
2563,143202.39
2564,165710.02
2565,122223.92
2566,142569.3
2567,122154.17
2568,178870.69
2569,190204.42
2570,117330.57
2571,160968.42
2572,180878.0
2573,214683.9
2574,255202.53
2575,129746.055
2576,137655.77
2577,169605.94
2578,89913.5
2579,59692.6
2580,139469.95
2581,136998.03
2582,118832.55
2583,260898.78
2584,159083.86
2585,173319.7
2586,199643.25
2587,214956.56
2588,145992.8
2589,146192.06
2590,219350.56
2591,206050.23
2592,212644.1
2593,255709.97
2594,174830.36
2595,196975.73
2596,350111.4
2597,184181.98
2598,264600.94
2599,291276.38
2600,151734.31
2601,135964.34
2602,85027.1
2603,87056.65
2604,80623.26
2605,76146.5
2606,144063.52
2607,169833.02
2608,209394.14
2609,165281.95
2610,114341.5
2611,146024.38
2612,153029.19
2613,125465.88
2614,124326.56
2615,143089.64
2616,141836.12
2617,179201.86
2618,190576.56
2619,192185.66
2620,184942.14
2621,182457.2
2622,184429.06
2623,248863.17
2624,272738.8
2625,296968.28
2626,165078.03
2627,173600.4
2628,421238.0
2629,622038.7
2630,336696.6
2631,455672.44
2632,426744.66
2633,311766.53
2634,389782.03
2635,152883.95
2636,176837.62
2637,159830.55
2638,257060.25
2639,186548.45
2640,156196.89
2641,99726.94
2642,197027.19
2643,102800.664
2644,129151.17
2645,96720.5
2646,87925.44
2647,89605.38
2648,139034.4
2649,142325.77
2650,135913.02
2651,146382.9
2652,448550.6
2653,238910.73
2654,239260.72
2655,344350.94
2656,304169.3
2657,327909.56
2658,274472.7
2659,306041.78
2660,326332.6
2661,319041.38
2662,293227.7
2663,282210.1
2664,272466.78
2665,306613.88
2666,273913.75
2667,165276.84
2668,178901.47
2669,170903.44
2670,289669.2
2671,179186.05
2672,180096.7
2673,202366.16
2674,202031.81
2675,162421.23
2676,187395.17
2677,199759.53
2678,246839.02
2679,280275.3
2680,280596.3
2681,423347.2
2682,360283.62
2683,544293.25
2684,307984.0
2685,372103.53
2686,254663.31
2687,318356.88
2688,218520.39
2689,208877.14
2690,509148.12
2691,180369.33
2692,127399.05
2693,189484.16
2694,120151.875
2695,184848.75
2696,185124.31
2697,191332.55
2698,190363.88
2699,174171.66
2700,159661.31
2701,153637.98
2702,111505.445
2703,126188.48
2704,147347.81
2705,127547.17
2706,122063.12
2707,124801.37
2708,140735.47
2709,115401.12
2710,128557.1
2711,263100.25
2712,388521.7
2713,160680.52
2714,147481.88
2715,172246.1
2716,147807.45
2717,173505.36
2718,221148.11
2719,157295.86
2720,161177.72
2721,144009.02
2722,149636.77
2723,150881.98
2724,133256.48
2725,134562.3
2726,147895.94
2727,163953.75
2728,158967.11
2729,149905.08
2730,144719.86
2731,119487.42
2732,119138.305
2733,166323.1
2734,132071.55
2735,129245.37
2736,143557.83
2737,122485.83
2738,132864.95
2739,163719.72
2740,134711.67
2741,143017.45
2742,152930.83
2743,146026.72
2744,145697.33
2745,137427.58
2746,130583.06
2747,138597.45
2748,121195.63
2749,131703.31
2750,133431.83
2751,136120.6
2752,221513.05
2753,158224.6
2754,206394.48
2755,130228.47
2756,87624.62
2757,71015.21
2758,72453.34
2759,156665.47
2760,132989.61
2761,148264.58
2762,146909.16
2763,206323.77
2764,149098.3
2765,284570.03
2766,140798.05
2767,93275.39
2768,128872.48
2769,122113.086
2770,150244.1
2771,122582.32
2772,121923.32
2773,146261.3
2774,137878.61
2775,134301.22
2776,147369.84
2777,145074.66
2778,114840.984
2779,116183.95
2780,115584.27
2781,101950.625
2782,96305.914
2783,93577.22
2784,126237.1
2785,131683.61
2786,62525.06
2787,127574.0
2788,79176.45
2789,207405.66
2790,86303.7
2791,108937.92
2792,67953.42
2793,179941.77
2794,97980.02
2795,117553.49
2796,101760.695
2797,210175.92
2798,122954.266
2799,122718.96
2800,79291.46
2801,112752.83
2802,141344.16
2803,153258.83
2804,146332.03
2805,104848.43
2806,73846.92
2807,149112.64
2808,149912.0
2809,139245.48
2810,138917.47
2811,155740.45
2812,146613.2
2813,137864.89
2814,148214.66
2815,111371.76
2816,235722.53
2817,129056.01
2818,131095.0
2819,151954.69
2820,133714.95
2821,116173.38
2822,201845.64
2823,265882.72
2824,165114.55
2825,148867.31
2826,127049.54
2827,144819.83
2828,203616.97
2829,179826.31
2830,227604.6
2831,190797.36
2832,228412.58
2833,266973.5
2834,209110.73
2835,219448.36
2836,191524.6
2837,161733.56
2838,141322.73
2839,178174.16
2840,195082.75
2841,206937.64
2842,224307.42
2843,149960.62
2844,156652.23
2845,125957.99
2846,213084.14
2847,198195.61
2848,218448.12
2849,208828.45
2850,291139.1
2851,247179.97
2852,242768.3
2853,237075.9
2854,141078.47
2855,195914.08
2856,207738.0
2857,189556.1
2858,203462.94
2859,135128.86
2860,126355.72
2861,130843.72
2862,191844.2
2863,121854.0
2864,250335.5
2865,138833.39
2866,130609.266
2867,85309.72
2868,106659.33
2869,125269.29
2870,150714.33
2871,107658.39
2872,50753.95
2873,110808.51
2874,141403.73
2875,125278.445
2876,153112.95
2877,129902.93
2878,168044.17
2879,144233.56
2880,110591.73
2881,150968.7
2882,160785.98
2883,167054.64
2884,170275.7
2885,192994.2
2886,216656.36
2887,114670.5
2888,122645.516
2889,71529.875
2890,76742.484
2891,135740.95
2892,71160.195
2893,110593.39
2894,57828.223
2895,294217.88
2896,271840.03
2897,209624.03
2898,149469.9
2899,220313.84
2900,156417.94
2901,213913.06
2902,182335.11
2903,352318.34
2904,350588.4
2905,106239.96
2906,197654.69
2907,114350.42
2908,133058.86
2909,134384.69
2910,80687.35
2911,83968.94
2912,153435.86
2913,89476.914
2914,75152.56
2915,77280.11
2916,86066.23
2917,164775.66
2918,108820.81
2919,234136.08
