0,1,2,3,4,5
"{'key': 'rank', 'value': '972'}","{'key': 'revenues', 'value': '1611.50'}","{'key': 'industry', 'value': 'General Merchandisers'}","{'key': 'hqCity', 'value': 'Columbus'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Retail Ventures, Inc.'}"
"{'key': 'rank', 'value': '973'}","{'key': 'revenues', 'value': '1611.40'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'Hoboken'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'John Wiley &amp; Sons, Inc.'}"
"{'key': 'rank', 'value': '974'}","{'key': 'revenues', 'value': '1608.90'}","{'key': 'industry', 'value': 'Pipelines'}","{'key': 'hqCity', 'value': 'Moon Township'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Atlas Energy, Inc.'}"
"{'key': 'rank', 'value': '975'}","{'key': 'revenues', 'value': '1602.00'}","{'key': 'industry', 'value': 'Food Services'}","{'key': 'hqCity', 'value': 'Calabasas Hills'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Cheesecake Factory, Incorporated'}"
"{'key': 'rank', 'value': '968'}","{'key': 'revenues', 'value': '1623.50'}","{'key': 'industry', 'value': 'Engineering, Construction'}","{'key': 'hqCity', 'value': 'Coral Gables'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MasTec, Inc.'}"
"{'key': 'rank', 'value': '969'}","{'key': 'revenues', 'value': '1616.60'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Neenah'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Plexus Corp.'}"
"{'key': 'rank', 'value': '970'}","{'key': 'revenues', 'value': '1614.30'}","{'key': 'industry', 'value': 'Household and Personal Products'}","{'key': 'hqCity', 'value': 'Walnut Creek'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Central Garden &amp; Pet Company'}"
"{'key': 'rank', 'value': '971'}","{'key': 'revenues', 'value': '1614.10'}","{'key': 'industry', 'value': 'Network and Other Communications Equipment'}","{'key': 'hqCity', 'value': 'Fort Lauderdale'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Citrix Systems, Inc.'}"
"{'key': 'rank', 'value': '963'}","{'key': 'revenues', 'value': '1638.10'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Charlotte'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Piedmont Natural Gas Company, Inc.'}"
"{'key': 'rank', 'value': '964'}","{'key': 'revenues', 'value': '1637.10'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Bedford'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Hologic, Inc.'}"
"{'key': 'rank', 'value': '965'}","{'key': 'revenues', 'value': '1630.00'}","{'key': 'industry', 'value': 'Home Equipment, Furnishings'}","{'key': 'hqCity', 'value': 'Zeeland'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Herman Miller Incorporated'}"
"{'key': 'rank', 'value': '966'}","{'key': 'revenues', 'value': '1627.70'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqCity', 'value': 'Glendale'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Public Storage, Inc.'}"
"{'key': 'rank', 'value': '967'}","{'key': 'revenues', 'value': '1623.90'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqCity', 'value': 'Salt Lake City'}","{'key': 'hqState', 'value': 'UT'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'EnergySolutions, Inc.'}"
"{'key': 'rank', 'value': '958'}","{'key': 'revenues', 'value': '1646.00'}","{'key': 'industry', 'value': 'Semiconductors and Other Electronic Components'}","{'key': 'hqCity', 'value': 'Sunnyvale'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Maxim Integrated Products, Inc.'}"
"{'key': 'rank', 'value': '959'}","{'key': 'revenues', 'value': '1643.60'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'Secaucus'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': ""The Children's Place Retail Stores, Inc.""}"
"{'key': 'rank', 'value': '960'}","{'key': 'revenues', 'value': '1642.90'}","{'key': 'industry', 'value': 'Food Consumer Products'}","{'key': 'hqCity', 'value': 'Mt. Lakes'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Pinnacle Foods Finance LLC'}"
"{'key': 'rank', 'value': '961'}","{'key': 'revenues', 'value': '1642.20'}","{'key': 'industry', 'value': 'Airlines'}","{'key': 'hqCity', 'value': 'Indianapolis'}","{'key': 'hqState', 'value': 'IN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Republic Airways Holdings, Inc.'}"
"{'key': 'rank', 'value': '962'}","{'key': 'revenues', 'value': '1641.00'}","{'key': 'industry', 'value': 'Hotels, Casinos, Resorts'}","{'key': 'hqCity', 'value': 'Las Vegas'}","{'key': 'hqState', 'value': 'NV'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Boyd Gaming Corporation'}"
"{'key': 'rank', 'value': '955'}","{'key': 'revenues', 'value': '1647.90'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Mutual)'}","{'key': 'hqCity', 'value': 'Lincoln'}","{'key': 'hqState', 'value': 'RI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Amica Mutual Insurance Co.'}"
"{'key': 'rank', 'value': '956'}","{'key': 'revenues', 'value': '1647.20'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'Newark'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'IDT Corp.'}"
"{'key': 'rank', 'value': '957'}","{'key': 'revenues', 'value': '1646.10'}","{'key': 'industry', 'value': 'Wholesalers: Diversified'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'BlueLinx Holdings Inc.'}"
"{'key': 'rank', 'value': '951'}","{'key': 'revenues', 'value': '1656.30'}","{'key': 'industry', 'value': 'Home Equipment, Furnishings'}","{'key': 'hqCity', 'value': 'Muscatine'}","{'key': 'hqState', 'value': 'IA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'HNI Corporation'}"
"{'key': 'rank', 'value': '952'}","{'key': 'revenues', 'value': '1654.40'}","{'key': 'industry', 'value': 'Scientific,Photographic and Control Equipment'}","{'key': 'hqCity', 'value': 'Billerica'}","{'key': 'hqState', 'value': 'MA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Millipore Corporation'}"
"{'key': 'rank', 'value': '953'}","{'key': 'revenues', 'value': '1653.10'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqCity', 'value': 'Kingwood'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Administaff, Inc.'}"
"{'key': 'rank', 'value': '954'}","{'key': 'revenues', 'value': '1652.10'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Princeton'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Heartland Payment Systems, Inc.'}"
"{'key': 'rank', 'value': '949'}","{'key': 'revenues', 'value': '1657.60'}","{'key': 'industry', 'value': 'Chemicals'}","{'key': 'hqCity', 'value': 'Cleveland'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Ferro Corporation'}"
"{'key': 'rank', 'value': '950'}","{'key': 'revenues', 'value': '1657.40'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Atlanta'}","{'key': 'hqState', 'value': 'GA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Acuity Brands, Inc.'}"
"{'key': 'rank', 'value': '944'}","{'key': 'revenues', 'value': '1671.90'}","{'key': 'industry', 'value': 'Health Care: Pharmacy and Other Services'}","{'key': 'hqCity', 'value': 'North Kansas City'}","{'key': 'hqState', 'value': 'MO'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Cerner Corporation'}"
"{'key': 'rank', 'value': '945'}","{'key': 'revenues', 'value': '1670.50'}","{'key': 'industry', 'value': 'zMiscellaneous'}","{'key': 'hqCity', 'value': 'Nashville'}","{'key': 'hqState', 'value': 'TN'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Corrections Corporation of America'}"
"{'key': 'rank', 'value': '946'}","{'key': 'revenues', 'value': '1670.30'}","{'key': 'industry', 'value': 'Specialty Retailers'}","{'key': 'hqCity', 'value': 'Los Gatos'}","{'key': 'hqState', 'value': 'CA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Netflix, Inc.'}"
"{'key': 'rank', 'value': '947'}","{'key': 'revenues', 'value': '1666.50'}","{'key': 'industry', 'value': 'Trucking, Truck Leasing'}","{'key': 'hqCity', 'value': 'Omaha'}","{'key': 'hqState', 'value': 'NE'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Werner Enterprises, Inc.'}"
"{'key': 'rank', 'value': '948'}","{'key': 'revenues', 'value': '1663.50'}","{'key': 'industry', 'value': 'Pharmaceuticals'}","{'key': 'hqCity', 'value': 'Somerset'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Catalent Pharma Solutions, Inc.'}"
"{'key': 'rank', 'value': '942'}","{'key': 'revenues', 'value': '1676.00'}","{'key': 'industry', 'value': 'Diversified Outsourcing Services'}","{'key': 'hqCity', 'value': 'New York'}","{'key': 'hqState', 'value': 'NY'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Towers Watson &amp; Co.'}"
"{'key': 'rank', 'value': '943'}","{'key': 'revenues', 'value': '1673.00'}","{'key': 'industry', 'value': 'Forest and Paper Products'}","{'key': 'hqCity', 'value': 'Grand Rapids'}","{'key': 'hqState', 'value': 'MI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Universal Forest Products, Inc.'}"
"{'key': 'rank', 'value': '937'}","{'key': 'revenues', 'value': '1693.10'}","{'key': 'industry', 'value': 'Medical Products and Equipment'}","{'key': 'hqCity', 'value': 'Elyria'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Invacare Corporation'}"
"{'key': 'rank', 'value': '938'}","{'key': 'revenues', 'value': '1690.70'}","{'key': 'industry', 'value': 'Publishing, Printing'}","{'key': 'hqCity', 'value': 'Cleveland'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'American Greetings Corporation'}"
"{'key': 'rank', 'value': '939'}","{'key': 'revenues', 'value': '1687.40'}","{'key': 'industry', 'value': 'Electronics, Electrical Equip.'}","{'key': 'hqCity', 'value': 'Liberty Lake'}","{'key': 'hqState', 'value': 'WA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Itron, Inc.'}"
"{'key': 'rank', 'value': '940'}","{'key': 'revenues', 'value': '1687.00'}","{'key': 'industry', 'value': 'Financial Data Services'}","{'key': 'hqCity', 'value': 'Short Hills'}","{'key': 'hqState', 'value': 'NJ'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'The Dun &amp; Bradstreet Corporation'}"
"{'key': 'rank', 'value': '941'}","{'key': 'revenues', 'value': '1685.40'}","{'key': 'industry', 'value': 'Telecommunications'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Crown Castle International Corp.'}"
"{'key': 'rank', 'value': '935'}","{'key': 'revenues', 'value': '1707.00'}","{'key': 'industry', 'value': 'Food and Drug Stores'}","{'key': 'hqCity', 'value': 'Pittsburgh'}","{'key': 'hqState', 'value': 'PA'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'General Nutrition Centers, Inc.'}"
"{'key': 'rank', 'value': '936'}","{'key': 'revenues', 'value': '1704.40'}","{'key': 'industry', 'value': 'Building Materials, Glass'}","{'key': 'hqCity', 'value': 'Raleigh'}","{'key': 'hqState', 'value': 'NC'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Martin Marietta Materials, Inc.'}"
"{'key': 'rank', 'value': '930'}","{'key': 'revenues', 'value': '1711.30'}","{'key': 'industry', 'value': 'Oil and Gas Equipment, Services'}","{'key': 'hqCity', 'value': 'Fort Lauderdale'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SEACOR Holdings Inc.'}"
"{'key': 'rank', 'value': '931'}","{'key': 'revenues', 'value': '1710.90'}","{'key': 'industry', 'value': 'Temporary Help'}","{'key': 'hqCity', 'value': 'Fort Lauderdale'}","{'key': 'hqState', 'value': 'FL'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'SFN Group, Inc.'}"
"{'key': 'rank', 'value': '932'}","{'key': 'revenues', 'value': '1709.00'}","{'key': 'industry', 'value': 'Computer Software'}","{'key': 'hqCity', 'value': 'Dayton'}","{'key': 'hqState', 'value': 'OH'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Teradata Corporation'}"
"{'key': 'rank', 'value': '933'}","{'key': 'revenues', 'value': '1708.50'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Milwaukee'}","{'key': 'hqState', 'value': 'WI'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'MGIC Investment Corporation'}"
"{'key': 'rank', 'value': '934'}","{'key': 'revenues', 'value': '1707.30'}","{'key': 'industry', 'value': 'Insurance: Property and Casualty (Stock)'}","{'key': 'hqCity', 'value': 'Houston'}","{'key': 'hqState', 'value': 'TX'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'Stewart Information Services Corporation'}"
"{'key': 'rank', 'value': '927'}","{'key': 'revenues', 'value': '1713.40'}","{'key': 'industry', 'value': 'Utilities: Gas and Electric'}","{'key': 'hqCity', 'value': 'Albuquerque'}","{'key': 'hqState', 'value': 'NM'}","{'fieldMeta': {'title': 'Company', 'type': 'Text', 'importField': 'title', 'order': 'desc'}, 'key': 'title', 'value': 'PNM Resources Inc.'}"
